OUTCOME1 Y1,CHK_ACCT,DURATION,HISTORY,NEW_CAR,USED_CAR,FURNITURE,RADIO_TV,EDUCATION,RETRAINING,SAV_ACCT,EMPLOYMENT,INSTALL_RATE,MALE_DIV,MALE_SINGLE,MALE_MAR_or_WID,CO_APPLICANT,GUARANTOR,PRESENT_RESIDENT,REAL_ESTATE,PROP_UNKN_NONE,AGE,OTHER_INSTALL,RENT,OWN_RES,NUM_CREDITS,JOB,NUM_DEPENDENTS,TELEPHONE,FOREIGN
1200,0,12,2,0,0,0,0,1,0,4,2,4,0,0,0,0,0,4,0,0,23,1,1,0,1,2,1,1,0
707,3,12,2,0,0,0,1,0,0,0,2,4,0,1,0,0,0,2,1,0,30,1,0,1,2,2,1,0,0
2978,3,24,3,0,0,0,0,0,1,4,2,4,0,1,0,0,0,4,1,0,32,0,0,1,2,2,2,1,0
4657,3,15,2,0,1,0,0,0,0,0,2,3,0,1,0,0,0,2,0,0,30,0,0,1,1,2,1,1,0
2613,3,36,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,2,0,0,27,0,0,1,2,2,1,0,0
10961,1,48,2,0,0,0,1,0,0,3,3,1,0,1,0,1,0,2,0,1,27,1,0,1,2,2,1,1,0
7865,0,12,2,0,0,1,0,0,0,0,4,4,0,1,0,0,0,4,0,1,53,0,0,0,1,3,1,1,0
1478,3,9,2,0,0,0,1,0,0,0,3,4,0,1,0,0,0,2,0,0,22,0,0,1,1,2,1,0,0
3149,0,24,2,0,0,1,0,0,0,0,1,4,0,1,0,0,0,1,0,1,22,1,0,0,1,2,1,0,0
4210,2,36,2,0,0,0,1,0,0,0,2,4,0,1,0,0,0,2,0,0,26,0,0,1,1,2,1,0,0
2507,3,9,2,1,0,0,0,0,0,2,4,2,0,1,0,0,0,4,0,1,51,0,0,0,1,1,1,0,0
2141,3,12,2,0,0,0,1,0,0,1,3,3,0,1,0,0,0,1,0,1,35,0,0,1,1,2,1,0,0
866,1,18,2,0,0,0,1,0,0,0,2,4,0,0,1,0,1,2,1,0,25,0,0,1,1,1,1,0,0
1544,3,4,4,0,0,0,1,0,0,0,3,2,0,1,0,0,0,1,1,0,42,0,0,1,3,1,2,0,0
1823,0,24,2,0,0,0,1,0,0,0,0,4,0,1,0,0,0,2,0,0,30,1,0,1,1,3,2,0,0
14555,1,6,2,1,0,0,0,0,0,4,0,1,0,1,0,0,0,2,0,0,23,0,0,1,1,0,1,1,0
2767,1,21,2,0,0,0,0,0,1,1,4,4,1,0,0,0,0,2,0,0,61,1,1,0,2,1,1,0,0
1291,3,12,4,0,0,0,1,0,0,0,2,4,0,0,0,0,0,2,0,0,35,0,0,1,2,2,1,0,0
2522,0,30,2,0,0,0,1,0,0,0,4,1,0,1,0,0,1,3,0,0,39,0,0,1,1,2,2,0,0
915,0,24,2,1,0,0,0,0,0,4,4,4,0,0,0,0,0,2,0,0,29,1,0,1,1,2,1,0,0
1595,3,6,2,0,0,0,1,0,0,0,3,3,0,1,0,0,0,2,0,0,51,0,0,1,1,2,2,0,0
4605,0,48,0,0,1,0,0,0,0,0,4,3,0,1,0,0,0,4,0,1,24,0,0,0,2,2,2,0,0
1185,3,12,4,0,0,0,0,0,1,0,2,3,0,0,0,0,0,2,1,0,27,0,0,1,2,2,1,0,0
3447,3,12,1,0,0,0,0,0,0,2,2,4,0,0,0,0,0,3,1,0,35,0,0,1,1,1,2,0,0
1258,3,24,2,0,0,0,0,0,1,0,3,4,0,1,0,0,0,1,1,0,25,0,0,1,1,2,1,1,0
717,3,12,4,0,0,0,1,0,0,0,4,4,0,1,0,0,0,4,1,0,52,0,0,1,3,2,1,0,0
1204,3,6,0,1,0,0,0,0,0,1,2,4,0,1,0,0,0,1,0,1,35,1,1,0,1,2,1,0,1
1925,2,24,2,0,0,1,0,0,0,0,2,2,0,1,0,0,0,2,1,0,26,0,0,1,1,2,1,0,0
433,3,18,2,0,0,0,1,0,0,0,0,3,0,0,0,1,0,4,1,0,22,0,1,0,1,2,1,0,0
666,0,6,4,1,0,0,0,0,0,3,3,3,0,0,0,0,0,4,1,0,39,0,0,1,2,1,1,1,0
2251,2,12,2,0,0,1,0,0,0,0,2,1,0,0,0,0,0,2,0,0,46,0,0,1,1,1,1,0,0
2150,1,30,2,1,0,0,0,0,0,0,2,4,0,0,0,0,1,2,0,1,24,1,0,1,1,2,1,0,0
4151,3,24,3,0,0,1,0,0,0,1,2,2,0,1,0,0,0,3,0,0,35,0,0,1,2,2,1,0,0
2030,1,9,2,0,0,1,0,0,0,4,3,2,0,1,0,0,0,1,0,0,24,0,0,1,1,2,1,1,0
7418,1,60,3,0,0,0,1,0,0,4,2,1,0,1,0,0,0,1,1,0,27,0,0,1,1,1,1,0,0
2684,3,24,4,0,0,0,1,0,0,0,2,4,0,1,0,0,0,2,1,0,35,0,0,1,2,1,1,0,0
2149,0,12,1,0,0,0,1,0,0,0,2,4,1,0,0,0,0,1,0,1,29,0,0,0,1,2,1,0,0
3812,3,15,2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,4,0,0,23,0,0,1,1,2,1,1,0
1154,3,11,4,0,0,0,1,0,0,1,0,4,0,0,0,0,0,4,1,0,57,0,0,1,3,1,1,0,0
1657,0,12,2,0,0,1,0,0,0,0,2,2,0,1,0,0,0,2,1,0,27,0,0,1,1,2,1,0,0
1603,0,24,2,0,0,0,1,0,0,0,4,4,0,0,0,0,0,4,0,0,55,0,0,1,1,2,1,0,0
5302,0,18,4,1,0,0,0,0,0,0,4,2,0,1,0,0,0,4,0,1,36,0,0,0,3,3,1,1,0
2748,3,12,4,0,0,0,0,1,0,0,4,2,0,0,0,0,0,4,0,1,57,1,0,0,3,1,1,0,0
1231,3,10,4,1,0,0,0,0,0,0,4,3,0,1,0,0,0,4,1,0,32,0,0,1,2,1,2,0,1
802,1,15,2,0,0,0,1,0,0,0,4,4,0,1,0,0,0,3,0,0,37,0,0,1,1,2,2,0,0
6304,3,36,4,0,0,0,0,0,1,4,4,4,0,1,0,0,0,4,1,0,36,0,0,1,2,2,1,0,0
1533,3,24,2,0,0,0,1,0,0,0,1,4,0,0,0,0,0,3,0,0,38,1,0,1,1,2,1,1,0
8978,0,14,2,1,0,0,0,0,0,0,4,1,1,0,0,0,0,4,0,0,45,0,0,1,1,3,1,1,1
999,3,24,2,0,0,0,1,0,0,4,4,4,0,1,0,0,0,2,0,0,25,0,0,1,2,2,1,0,0
2662,3,18,2,1,0,0,0,0,0,4,3,4,0,1,0,0,0,3,0,0,32,0,0,1,1,2,1,0,1
1402,3,12,4,0,0,1,0,0,0,2,3,3,0,0,0,0,0,4,0,0,37,0,1,0,1,2,1,1,0
12169,1,48,1,1,0,0,0,0,0,4,0,4,0,1,0,1,0,4,0,1,36,0,0,0,1,3,1,1,0
3060,1,48,2,0,0,0,1,0,0,0,3,4,0,1,0,0,0,4,1,0,28,0,0,1,2,2,1,0,0
11998,0,30,2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,34,0,0,1,1,1,1,1,0
2697,3,9,2,0,0,0,1,0,0,0,2,1,0,1,0,0,0,2,1,0,32,0,0,1,1,2,2,0,0
2404,3,18,4,0,0,0,1,0,0,0,2,2,0,0,0,0,0,2,0,0,26,0,0,1,2,2,1,0,0
1262,0,12,2,0,0,1,0,0,0,4,4,2,1,0,0,0,0,4,0,0,49,0,0,1,1,1,1,1,0
4611,3,6,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,4,0,0,32,0,0,1,1,2,1,0,0
1901,3,24,2,0,0,0,1,0,0,1,2,4,0,1,0,0,0,4,0,0,29,0,1,0,1,3,1,1,0
3368,3,15,4,0,1,0,0,0,0,3,4,3,0,1,0,0,0,4,0,1,23,0,1,0,2,2,1,1,0
1574,3,12,2,0,0,1,0,0,0,0,2,4,0,1,0,0,0,2,1,0,50,0,0,1,1,2,1,0,0
1445,2,18,1,0,0,0,1,0,0,4,3,4,0,1,0,0,0,4,0,0,49,1,0,1,1,1,1,0,0
1520,3,15,4,0,0,1,0,0,0,4,4,4,0,1,0,0,0,4,0,0,63,0,0,1,1,2,1,0,0
3878,1,24,4,1,0,0,0,0,0,1,1,4,1,0,0,0,0,2,0,0,37,0,0,1,1,2,1,1,0
10722,0,47,2,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,35,0,0,1,1,1,1,1,0
4788,0,48,2,0,1,0,0,0,0,0,3,4,0,1,0,0,0,3,0,0,26,0,0,1,1,2,2,0,0
7582,1,48,3,0,0,0,0,0,0,1,0,2,0,1,0,0,0,4,0,1,31,0,0,0,1,3,1,1,0
1092,1,12,2,0,0,0,1,0,0,0,2,4,0,0,0,0,1,4,1,0,49,0,0,1,2,2,1,1,0
1024,0,24,3,0,0,0,1,0,0,0,1,4,0,0,1,0,0,4,1,0,48,1,0,1,1,2,1,0,0
1076,3,12,2,0,0,0,0,0,1,0,2,2,0,0,1,0,0,2,1,0,26,0,0,1,1,2,1,1,1
9398,1,36,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0,4,0,0,28,0,1,0,1,3,1,1,0
6419,0,24,4,0,1,0,0,0,0,0,4,2,0,0,0,0,0,4,0,1,44,0,0,0,2,3,2,1,0
4796,2,42,4,0,1,0,0,0,0,0,4,4,0,1,0,0,0,4,0,1,56,0,0,0,1,2,1,0,0
7629,3,48,4,0,0,0,0,0,1,4,4,4,1,0,0,0,0,2,0,0,46,1,0,1,2,3,2,0,0
9960,1,48,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,26,0,0,1,1,2,1,1,0
4675,3,12,2,0,1,0,0,0,0,4,1,1,0,0,0,0,0,4,0,0,20,0,1,0,1,2,1,0,0
1287,3,10,2,1,0,0,0,0,0,4,4,4,0,1,0,1,0,2,0,0,45,0,0,1,1,1,1,0,1
2515,3,18,2,0,0,1,0,0,0,0,2,3,0,1,0,0,0,4,1,0,43,0,0,1,1,2,1,1,0
2745,1,21,4,0,0,1,0,0,0,3,3,3,0,1,0,0,0,2,0,0,32,0,0,1,2,2,1,1,0
672,3,6,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,0,54,0,0,1,1,0,1,1,0
3804,1,36,0,0,0,0,1,0,0,0,2,4,0,0,0,0,0,1,0,0,42,0,0,1,1,2,1,1,0
1344,2,24,4,1,0,0,0,0,0,4,3,4,0,1,0,0,0,2,1,0,37,1,0,1,2,1,2,0,0
1038,0,10,4,1,0,0,0,0,0,0,3,4,0,1,0,1,0,3,0,0,49,0,0,1,2,2,1,1,0
10127,3,48,4,1,0,0,0,0,0,2,2,2,0,1,0,0,0,2,0,1,44,1,0,0,1,2,1,0,0
1543,3,6,2,0,0,1,0,0,0,3,2,4,1,0,0,0,0,2,1,0,33,0,0,1,1,2,1,0,0
4811,3,30,2,0,1,0,0,0,0,4,3,2,0,0,0,0,0,4,0,0,24,1,1,0,1,1,1,0,0
727,0,12,2,0,0,0,1,0,0,1,1,4,0,0,1,0,0,3,0,1,33,0,0,1,1,1,1,1,0
1237,1,8,2,0,0,1,0,0,0,0,2,3,0,0,0,0,0,4,1,0,24,0,0,1,1,2,1,0,0
276,1,9,2,1,0,0,0,0,0,0,2,4,0,0,1,0,0,4,1,0,22,0,1,0,1,1,1,0,0
5381,1,48,2,0,0,0,0,0,0,4,0,3,0,1,0,0,0,4,0,1,40,1,0,0,1,0,1,1,0
5511,3,24,2,0,0,1,0,0,0,1,2,4,0,1,0,0,0,1,0,0,25,1,0,1,1,2,1,0,0
3749,2,24,2,0,0,1,0,0,0,0,1,2,0,0,0,0,0,4,0,0,26,0,0,1,1,2,1,0,0
685,1,12,2,1,0,0,0,0,0,0,3,2,0,0,1,0,0,3,0,0,25,1,0,1,1,1,1,0,0
1494,2,4,2,1,0,0,0,0,0,4,1,1,0,1,0,0,0,2,1,0,29,0,0,1,1,1,2,0,1
2746,0,36,1,0,0,1,0,0,0,0,4,4,0,1,0,0,0,4,0,0,31,1,0,1,1,2,1,0,0
708,0,12,2,0,0,1,0,0,0,0,2,2,0,1,0,0,1,3,0,0,38,0,0,1,1,1,2,0,0
4351,1,24,2,0,0,1,0,0,0,4,2,1,0,0,0,0,0,4,0,0,48,0,0,1,1,1,1,1,0
701,3,12,4,0,0,0,0,1,0,0,2,4,0,1,0,0,0,2,0,0,32,0,0,1,2,2,1,0,0
3643,0,15,3,0,0,1,0,0,0,0,4,1,0,0,0,0,0,4,0,0,27,0,0,1,2,1,1,0,0
4249,1,30,4,1,0,0,0,0,0,0,0,4,0,0,1,0,0,2,0,0,28,0,0,1,2,3,1,0,0
1938,0,24,2,0,0,0,1,0,0,0,1,4,1,0,0,0,0,3,0,0,32,0,0,1,1,2,1,0,0
2910,0,24,2,0,1,0,0,0,0,0,3,2,0,1,0,0,0,1,0,1,34,0,0,0,1,3,1,1,0
2659,0,18,2,0,0,1,0,0,0,3,2,4,0,1,0,0,0,2,0,0,28,0,0,1,1,2,1,0,0
1028,3,18,4,1,0,0,0,0,0,0,2,4,0,0,0,0,0,3,1,0,36,0,0,1,2,2,1,0,0
3398,0,8,4,1,0,0,0,0,0,0,3,1,0,1,0,0,0,4,1,0,39,0,0,1,2,1,1,0,1
5801,3,12,4,0,0,1,0,0,0,4,4,2,0,1,0,0,0,4,0,0,49,0,1,0,1,2,1,1,0
1525,3,24,2,1,0,0,0,0,0,3,3,4,0,0,0,0,0,3,0,0,34,0,0,1,1,2,2,1,0
4473,2,36,2,0,0,0,1,0,0,0,4,4,0,1,0,0,0,2,0,0,31,0,0,1,1,2,1,0,0
1068,1,6,2,0,0,0,1,0,0,0,4,4,0,1,0,0,0,4,0,0,28,0,0,1,1,2,2,0,0
6615,0,24,4,0,1,0,0,0,0,0,0,2,0,1,0,0,0,4,0,1,75,0,0,0,2,3,1,1,0
1864,3,18,4,0,0,0,0,1,0,1,2,4,0,0,0,0,0,2,1,0,30,0,0,1,2,2,1,0,0
7408,1,60,2,1,0,0,0,0,0,1,1,4,0,0,0,0,0,2,0,0,24,0,0,1,1,3,1,0,0
11590,3,48,4,0,1,0,0,0,0,1,2,2,0,0,0,0,0,4,0,0,24,1,1,0,2,1,1,0,0
4110,0,24,0,0,0,1,0,0,0,0,4,3,0,1,0,0,0,4,0,1,23,1,1,0,2,2,2,0,0
3384,0,6,4,0,0,1,0,0,0,0,2,1,1,0,0,0,0,4,1,0,44,0,1,0,1,3,1,1,0
2101,1,13,2,0,0,0,1,0,0,0,1,2,0,0,0,0,1,4,0,0,23,0,0,1,1,1,1,0,0
1275,0,15,2,0,0,0,0,0,0,4,2,4,0,0,0,0,0,2,0,0,24,0,1,0,1,2,1,0,0
4169,0,24,2,0,0,1,0,0,0,0,2,4,0,1,0,0,0,4,0,0,28,0,0,1,1,2,1,0,0
1521,1,10,2,0,0,1,0,0,0,0,2,4,1,0,0,0,0,2,0,0,31,0,0,1,1,1,1,0,0
5743,1,24,4,0,0,0,0,1,0,0,1,2,0,0,0,0,0,4,0,1,24,0,0,0,2,2,1,1,0
3599,0,21,2,0,0,1,0,0,0,0,3,1,0,0,0,0,0,4,0,0,26,0,1,0,1,1,1,0,0
3213,1,18,2,0,0,0,1,0,0,2,1,1,0,0,1,0,0,3,1,0,25,0,1,0,1,2,1,0,0
4439,1,18,2,0,0,0,0,0,1,0,4,1,0,1,0,1,0,1,1,0,33,1,0,1,1,3,1,1,0
3949,2,10,2,1,0,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,37,0,0,1,1,1,2,0,0
1459,3,15,4,0,0,0,1,0,0,0,2,4,0,0,0,0,0,2,0,0,43,0,0,1,1,1,1,0,0
882,1,13,4,0,0,0,1,0,0,0,1,4,0,1,0,0,1,4,1,0,23,0,0,1,2,2,1,0,0
3758,1,24,2,0,0,0,1,0,0,2,0,1,0,0,0,0,0,4,0,1,23,0,1,0,1,0,1,0,0
1743,3,6,3,0,0,0,0,0,1,1,2,1,0,1,0,0,0,2,1,0,34,0,0,1,2,1,1,0,0
1136,1,9,4,0,0,0,0,1,0,3,4,4,0,1,0,0,0,3,0,1,32,0,0,0,2,2,2,0,0
1236,3,9,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,1,0,23,0,1,0,1,2,1,1,0
959,1,9,2,0,0,1,0,0,0,0,2,1,0,0,0,0,0,2,0,0,29,0,0,1,1,2,1,0,1
3229,3,18,4,0,1,0,0,0,0,4,0,2,0,1,0,0,0,4,0,1,38,0,0,1,1,3,1,1,0
6199,0,12,0,0,0,0,1,0,0,0,2,4,0,1,0,0,0,2,0,0,28,0,1,0,2,2,1,1,0
727,3,10,2,0,0,0,0,1,0,2,4,4,0,1,0,0,0,4,0,1,46,0,0,0,1,2,1,1,0
1246,1,24,2,1,0,0,0,0,0,0,1,4,0,1,0,0,0,2,1,0,23,1,0,1,1,1,1,0,0
2331,3,12,4,0,0,0,1,0,0,4,4,1,0,1,0,1,0,4,1,0,49,0,0,1,1,2,1,1,0
4463,3,36,3,0,0,0,1,0,0,0,2,4,0,1,0,0,0,2,0,0,26,0,0,1,2,3,1,1,0
776,3,12,2,0,0,0,1,0,0,0,2,4,0,0,1,0,0,2,1,0,28,0,0,1,1,2,1,0,0
2406,0,30,2,0,0,1,0,0,0,0,3,4,0,0,0,0,0,4,1,0,23,0,1,0,1,2,1,0,0
1239,1,18,2,0,0,0,0,1,0,4,2,4,0,1,0,0,0,4,0,1,61,0,0,0,1,2,1,0,0
3399,2,12,2,0,0,0,1,0,0,4,4,2,0,1,0,0,0,3,0,0,37,0,0,1,1,3,1,0,0
2247,2,12,3,1,0,0,0,0,0,0,2,2,0,0,0,0,0,2,0,0,36,1,0,1,2,2,1,1,0
1766,3,6,2,0,0,1,0,0,0,0,2,1,0,0,1,0,0,2,0,0,21,0,1,0,1,2,1,0,0
2473,0,18,2,0,0,1,0,0,0,0,0,4,0,1,0,0,0,1,0,0,25,0,0,1,1,0,1,0,0
1542,3,12,2,0,0,0,0,0,1,0,3,2,0,1,0,0,0,4,0,0,36,0,0,1,1,2,1,1,0
3850,3,18,4,0,1,0,0,0,0,0,3,3,0,1,0,0,0,1,0,0,27,0,0,1,2,2,1,0,0
3650,0,18,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,4,0,0,22,0,1,0,1,2,1,0,0
3446,0,36,2,0,0,1,0,0,0,0,4,4,0,1,0,0,0,2,0,0,42,0,0,1,1,2,2,0,0
3001,1,18,2,0,0,1,0,0,0,0,3,2,0,0,0,0,0,4,1,0,40,0,1,0,1,2,1,0,0
3079,3,36,2,1,0,0,0,0,0,4,2,4,0,1,0,0,0,4,1,0,36,0,0,1,1,2,1,0,0
6070,3,18,4,0,0,0,1,0,0,0,4,3,0,1,0,0,0,4,0,0,33,0,0,1,2,2,1,1,0
2146,3,10,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,3,1,0,23,0,1,0,2,2,1,0,0
13756,3,60,4,1,0,0,0,0,0,4,4,2,0,1,0,0,0,4,0,1,63,1,0,0,1,3,1,1,0
14782,1,60,1,0,0,0,0,0,0,1,4,3,0,0,0,0,0,4,0,1,60,1,0,0,2,3,1,1,0
7685,0,48,1,0,0,0,0,0,1,0,3,2,0,0,0,0,1,4,0,0,37,0,1,0,1,2,1,0,0
2320,3,18,3,0,0,0,1,0,0,0,0,2,0,0,1,0,0,3,1,0,34,0,0,1,2,2,1,0,0
846,3,7,3,0,0,0,1,0,0,4,4,3,0,1,0,0,0,4,0,1,36,0,0,0,1,2,1,0,0
14318,1,36,2,1,0,0,0,0,0,0,4,4,0,1,0,0,0,2,0,1,57,0,0,0,1,3,1,1,0
362,3,6,4,1,0,0,0,0,0,1,2,4,0,0,0,0,0,4,0,0,52,0,0,1,2,1,1,0,0
2212,0,20,2,0,0,1,0,0,0,4,3,4,0,1,0,0,0,4,0,0,39,0,0,1,1,2,1,1,0
12976,1,18,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,4,0,1,38,0,0,0,1,3,1,1,0
1283,3,22,2,1,0,0,0,0,0,4,3,4,0,0,0,0,0,4,0,0,25,0,1,0,1,2,1,0,0
1330,2,12,2,1,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,26,0,0,1,1,2,1,0,0
4272,3,30,3,0,0,0,0,0,1,1,2,2,0,1,0,0,0,2,0,0,26,0,0,1,2,1,1,0,0
2238,3,18,4,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,0,0,25,0,0,1,2,2,1,0,0
1126,3,18,2,0,0,0,1,0,0,4,1,4,0,0,0,0,0,2,1,0,21,0,1,0,1,2,1,1,0
7374,1,18,4,0,0,1,0,0,0,0,0,4,0,1,0,0,0,4,0,0,40,1,0,1,2,3,1,1,0
2326,1,15,4,0,0,0,0,0,1,2,2,2,0,1,0,0,0,4,0,0,27,1,0,1,1,2,1,0,0
1449,3,9,2,0,0,0,0,0,1,0,3,3,0,0,0,0,0,2,0,0,27,0,0,1,2,2,1,0,0
1820,3,18,2,1,0,0,0,0,0,0,2,2,0,0,1,0,0,2,0,0,30,0,0,1,1,3,1,1,0
983,1,12,2,0,0,1,0,0,0,3,1,1,0,0,0,0,0,4,1,0,19,0,1,0,1,1,1,0,0
3249,0,36,2,1,0,0,0,0,0,0,3,2,0,1,0,0,0,4,0,1,39,1,0,0,1,3,2,1,0
1957,0,6,4,0,0,0,1,0,0,0,3,1,0,0,0,0,0,4,0,0,31,0,0,1,1,2,1,0,0
2406,3,9,4,0,0,1,0,0,0,0,0,2,0,1,0,0,0,3,0,0,31,0,0,1,1,3,1,0,0
11760,1,39,3,0,0,0,0,1,0,1,3,2,0,1,0,0,0,3,0,1,32,0,1,0,1,2,1,1,0
2578,0,12,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,4,0,1,55,0,0,0,1,3,1,0,0
2348,0,36,4,0,0,1,0,0,0,0,2,3,0,0,1,0,0,2,0,0,46,0,0,1,2,2,1,1,0
1223,1,12,2,1,0,0,0,0,0,0,4,1,1,0,0,0,0,1,1,0,46,0,1,0,2,2,1,0,0
1516,3,24,4,0,0,0,1,0,0,3,2,4,0,0,0,0,0,1,1,0,43,0,0,1,2,1,1,0,0
1473,3,18,2,0,0,0,1,0,0,0,1,3,0,0,1,0,0,4,1,0,39,0,0,1,1,2,1,1,0
1887,1,18,4,0,0,0,0,0,1,4,2,4,0,0,1,0,0,4,1,0,28,1,0,1,2,2,1,0,0
8648,3,24,3,0,0,0,0,0,1,0,1,2,0,1,0,0,0,2,0,0,27,1,0,1,2,2,1,1,0
802,3,14,3,1,0,0,0,0,0,0,2,4,0,1,0,0,0,2,0,0,27,0,0,1,2,1,1,0,0
2899,1,18,3,1,0,0,0,0,0,4,4,4,0,1,0,0,0,4,0,0,43,0,0,1,1,2,2,0,0
2039,1,24,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,22,0,0,1,1,2,1,1,0
2197,3,24,4,0,1,0,0,0,0,4,3,4,0,1,0,0,0,4,0,0,43,0,0,1,2,2,2,1,0
1053,0,15,2,0,0,0,1,0,0,0,1,4,0,0,1,0,0,2,1,0,27,0,0,1,1,2,1,0,1
3235,3,24,2,0,0,0,1,0,0,2,4,3,1,0,0,0,0,2,0,0,26,0,0,1,1,3,1,1,0
939,2,12,4,1,0,0,0,0,0,2,3,4,0,0,1,0,0,2,1,0,28,0,0,1,3,2,1,1,0
1967,1,24,2,0,0,0,1,0,0,0,4,4,0,0,0,0,0,4,0,0,20,0,0,1,1,2,1,1,0
7253,3,33,4,0,1,0,0,0,0,0,3,3,0,1,0,0,0,2,0,0,35,0,0,1,2,3,1,1,0
2292,3,12,4,0,0,0,0,0,1,0,0,4,0,1,0,0,0,2,0,0,42,1,0,1,2,3,1,1,0
1597,3,10,2,1,0,0,0,0,0,2,2,3,0,1,0,0,0,2,0,1,40,0,1,0,1,1,2,0,1
1381,0,24,2,1,0,0,0,0,0,4,2,4,0,0,0,0,0,2,0,0,35,0,0,1,1,2,1,0,0
5842,3,36,4,0,1,0,0,0,0,0,4,2,0,1,0,0,0,2,0,0,35,0,0,1,2,2,2,1,0
2579,0,12,2,1,0,0,0,0,0,0,1,4,0,1,0,0,0,1,1,0,33,0,0,1,1,1,2,0,0
8471,0,18,3,0,0,0,0,1,0,4,2,1,0,0,0,0,0,2,0,0,23,0,1,0,2,2,1,1,0
2782,3,21,2,1,0,0,0,0,0,2,3,1,0,0,0,0,0,2,0,0,31,1,0,1,1,3,1,0,0
1042,1,18,2,1,0,0,0,0,0,4,2,4,0,0,0,0,0,2,0,0,33,0,0,1,1,2,1,0,0
3186,3,15,2,1,0,0,0,0,0,3,3,2,0,0,0,0,0,3,0,0,20,0,1,0,1,2,1,0,0
2028,1,12,2,0,1,0,0,0,0,4,2,4,0,1,0,0,0,2,0,0,30,0,0,1,1,2,1,0,0
958,1,12,4,1,0,0,0,0,0,0,3,2,0,1,0,0,0,3,1,0,47,0,0,1,2,1,2,0,0
1591,3,21,3,0,0,1,0,0,0,1,3,4,0,1,0,0,0,3,1,0,34,0,0,1,2,3,1,0,0
2762,1,12,2,0,0,1,0,0,0,4,4,1,0,0,0,0,0,2,0,0,25,1,0,1,1,2,1,1,0
2779,1,18,2,0,1,0,0,0,0,0,2,1,0,0,1,0,0,3,0,0,21,0,1,0,1,2,1,1,0
2743,3,28,4,0,0,0,1,0,0,0,4,4,0,1,0,0,0,2,0,0,29,0,0,1,2,2,1,0,0
1149,3,18,4,0,0,0,1,0,0,3,2,4,0,1,0,0,0,3,1,0,46,0,0,1,2,2,1,0,0
1313,3,9,2,0,0,1,0,0,0,0,4,1,0,1,0,0,0,4,0,0,20,0,0,1,1,2,1,0,0
1190,0,18,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,1,55,0,0,0,3,0,2,0,0
3448,3,5,2,0,0,0,0,0,1,0,3,1,0,1,0,0,0,4,1,0,74,0,0,1,1,1,1,0,0
11328,1,24,2,0,0,0,0,0,0,0,2,2,0,1,0,1,0,3,0,0,29,1,0,1,2,3,1,1,0
1872,0,6,4,0,0,1,0,0,0,0,0,4,0,1,0,0,0,4,0,1,36,0,0,0,3,3,1,1,0
2058,3,24,4,0,0,0,0,0,0,0,2,4,1,0,0,0,0,2,1,0,33,0,0,1,2,2,1,1,0
2136,0,9,2,0,0,1,0,0,0,0,2,3,0,1,0,0,0,2,1,0,25,0,0,1,1,2,1,0,0
1484,1,12,2,0,0,0,1,0,0,4,2,2,0,0,1,0,0,1,1,0,25,0,0,1,1,2,1,1,0
660,3,6,2,0,0,0,0,0,0,2,3,2,0,0,1,0,0,4,1,0,23,0,1,0,1,1,1,0,0
1287,3,24,4,1,0,0,0,0,0,3,4,4,0,0,0,0,0,4,1,0,37,0,0,1,2,2,1,1,0
3394,0,42,4,0,0,0,0,0,0,0,0,4,0,1,0,1,0,4,0,0,65,0,0,1,2,0,1,0,0
609,2,12,1,0,0,0,0,0,1,0,1,4,0,0,0,0,0,1,1,0,26,0,0,1,1,0,1,0,0
1884,3,12,2,1,0,0,0,0,0,0,4,4,0,1,0,0,0,4,0,0,39,0,0,1,1,3,1,1,0
1620,0,12,2,0,0,1,0,0,0,0,2,2,0,0,0,1,0,3,0,0,30,0,0,1,1,2,1,0,0
2629,1,20,3,0,0,0,0,0,0,0,2,2,0,1,0,0,0,3,0,0,29,1,0,1,2,2,1,1,0
719,3,12,2,0,0,0,0,1,0,0,4,4,0,1,0,0,0,4,0,0,41,1,0,1,1,1,2,0,0
5096,1,48,4,0,0,1,0,0,0,0,2,2,0,0,0,0,0,3,0,0,30,0,0,1,1,3,1,1,0
1244,3,9,4,0,0,0,0,1,0,4,4,4,0,0,0,0,0,4,0,0,41,0,1,0,2,1,1,0,0
